Date,In,Out,Station,Seq,Route,InVerifyDate,OutVerifyDate
2012/06/01,915583,948346,中山站,6,松山新店線,101年6月,
2012/07/01,993889,1029902,中山站,6,松山新店線,101年7月,
2012/08/01,976925,1013230,中山站,6,松山新店線,101年8月,
2012/09/01,926283,958673,中山站,6,松山新店線,101年9月,
2012/10/01,1023863,1061394,中山站,6,松山新店線,101年10月,
2012/11/01,856570,887313,中山站,6,松山新店線,101年11月,
2012/12/01,928708,958919,中山站,6,松山新店線,101年12月,
2013/01/01,921268,951512,中山站,6,松山新店線,102年1月,
2013/02/01,800395,825498,中山站,6,松山新店線,102年2月,
2013/03/01,925204,950541,中山站,6,松山新店線,102年3月,
2013/04/01,857077,879460,中山站,6,松山新店線,102年4月,
2013/05/01,898247,920195,中山站,6,松山新店線,102年5月,
2013/06/01,874883,895833,中山站,6,松山新店線,102年6月,
2013/07/01,915324,940914,中山站,6,松山新店線,102年7月,
2013/08/01,938442,966641,中山站,6,松山新店線,102年8月,
2013/09/01,903581,935849,中山站,6,松山新店線,102年9月,
2013/10/01,961781,995536,中山站,6,松山新店線,102年10月,
2013/11/01,884754,916225,中山站,6,松山新店線,102年11月,
2013/12/01,996938,1027994,中山站,6,松山新店線,102年12月,
2014/01/01,953106,987178,中山站,6,松山新店線,103年1月,
2014/02/01,887084,920506,中山站,6,松山新店線,103年2月,
2014/03/01,975870,1009266,中山站,6,松山新店線,103年3月,
2014/04/01,908439,940925,中山站,6,松山新店線,103年4月,
2014/05/01,939054,975228,中山站,6,松山新店線,103年5月,
2014/06/01,888646,920964,中山站,6,松山新店線,103年6月,
2014/07/01,955349,988727,中山站,6,松山新店線,103年7月,
2014/08/01,987432,1026813,中山站,6,松山新店線,103年8月,
2014/09/01,962806,1001023,中山站,6,松山新店線,103年9月,
2014/10/01,1009414,1045680,中山站,6,松山新店線,103年10月,
2014/11/01,1048609,1082060,中山站,6,松山新店線,103年11月,
2014/12/01,1171773,1206871,中山站,6,松山新店線,103年12月,
2015/01/01,1060337,1094103,中山站,6,松山新店線,104年1月,
2015/02/01,980948,1015237,中山站,6,松山新店線,104年2月,
2015/03/01,1107265,1137610,中山站,6,松山新店線,104年3月,
2015/04/01,1040323,1070773,中山站,6,松山新店線,104年4月,
2015/05/01,1105687,1136659,中山站,6,松山新店線,104年5月,
2015/06/01,1040320,1065939,中山站,6,松山新店線,104年6月,
2015/07/01,1102312,1130602,中山站,6,松山新店線,104年7月,
2000/01/01,0,0,北門站,7,松山新店線,89年1月,
2000/02/01,0,0,北門站,7,松山新店線,89年2月,
2000/03/01,0,0,北門站,7,松山新店線,89年3月,
2000/04/01,0,0,北門站,7,松山新店線,89年4月,
2000/05/01,0,0,北門站,7,松山新店線,89年5月,
2000/06/01,0,0,北門站,7,松山新店線,89年6月,
2000/07/01,0,0,北門站,7,松山新店線,89年7月,
2000/08/01,0,0,北門站,7,松山新店線,89年8月,
2000/09/01,0,0,北門站,7,松山新店線,89年9月,
2000/10/01,0,0,北門站,7,松山新店線,89年10月,
2000/11/01,0,0,北門站,7,松山新店線,89年11月,
2000/12/01,0,0,北門站,7,松山新店線,89年12月,
2001/01/01,0,0,北門站,7,松山新店線,90年1月,
2001/02/01,0,0,北門站,7,松山新店線,90年2月,
2001/03/01,0,0,北門站,7,松山新店線,90年3月,
2001/04/01,0,0,北門站,7,松山新店線,90年4月,
2001/05/01,0,0,北門站,7,松山新店線,90年5月,
2001/06/01,0,0,北門站,7,松山新店線,90年6月,
2001/07/01,0,0,北門站,7,松山新店線,90年7月,
2001/08/01,0,0,北門站,7,松山新店線,90年8月,
2001/09/01,0,0,北門站,7,松山新店線,90年9月,
2001/10/01,0,0,北門站,7,松山新店線,90年10月,
2001/11/01,0,0,北門站,7,松山新店線,90年11月,
2001/12/01,0,0,北門站,7,松山新店線,90年12月,
2002/01/01,0,0,北門站,7,松山新店線,91年1月,
2002/02/01,0,0,北門站,7,松山新店線,91年2月,
2002/03/01,0,0,北門站,7,松山新店線,91年3月,
2002/04/01,0,0,北門站,7,松山新店線,91年4月,
